pmid|pubyear|lang|title|match_found|best_full_match|best_window_match
﻿26613691|2016|eng;|Integrating Children's Mental Health into Primary Care.|N||
9166653|1996|eng;|Onset of antidepressant activity: reexamining the structure of depression and multiple actions of drugs.|Y|depression|depression
9166642|1996|eng;|Preliminary investigation of the role of previous exposure to potentially traumatizing events in generalized anxiety disorder.|Y|anxiety disorder|anxiety disorder
9166640|1996|eng;|Relationship between ADIS clinician's severity rating and self-report measures among social phobics.|N||
9166639|1996|eng;|Uncomplicated and comorbid obsessive-compulsive disorder in an epidemiologic sample.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
9160651|1996|eng;|Factor analysis of the Montgomery-Asberg Depression Rating Scale.|Y|depression|depression
9160650|1996|eng;|Nuclear magnetic resonance spectroscopy: new insights into the pathophysiology of mood disorders.|N||
9160641|1996|eng;|Depression in patients with coronary artery disease.|Y|depression|depression
9160637|1996|eng;|Ambulatory monitoring of respiration in anxiety.|N||
9160629|1996|eng;|Comorbid anxiety disorders in late-life depression.|Y|depression|depression
9160628|1996|eng;|Childhood adversity, attachment and personality styles as predictors of anxiety among elderly caregivers.|N||
9160625|1996|eng;|Phenomenology and severity of major depression and comorbid lifetime anxiety disorders in primary medical care practice.|Y|major depression|major depression
9160624|1996|eng;|Theme of current journal issue: anxiety disorders across the lifespan.|N||
9160617|1996|eng;|The DSM-IV panic disorder field trial: panic attack frequency and functional disability.|Y|panic disorder|panic disorder
9160616|1996|eng;|"Tidal volume of respiration and ""sighing"" as indicators of breathing irregularities in panic disorder patients."|Y|panic disorder|panic disorder
9160612|1996|eng;|Comparison of descriptive variables for symptomatic volunteers and clinical patients with anxiety disorders.|N||
9160604|1996|eng;|Comparison of RDC, DSM-III, DSM-III-R diagnostic criteria for generalized anxiety disorder.|Y|anxiety disorder|anxiety disorder
9160593|1996|eng;|Anxiety among widowed elders: is it distinct from depression and grief?|Y|depression|depression
9154567|1996|eng;|Clinicopathologic and neurochemical correlates of major depression and psychosis in primary dementia.|Y|major depression|major depression
9147175|1996|eng;|Suicidal plans in patients with stroke: comparison between acute-onset and delayed-onset suicidal plans.|N||
9081554|1996|eng;|A survey study of neuropsychiatric complaints in patients with Graves' disease.|N||
9066207|1996|eng;|Mood-congruent vs. mood-incongruent psychotic symptoms in affective psychotic disorders.|N||
9010828|1996|eng;|Internalized homophobia in a sample of HIV+ gay men, and its relationship to psychological distress, coping, and illness progression.|N||
9009517|1996|eng;|Assessment of insight in psychotic disorders.|N||
8993083|1996|eng;|Comparison of therapeutic modalities for mania.|N||
8993082|1996|eng;|New psychosocial treatments for the outpatient management of bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
8970662|1996|eng;|Massage and relaxation therapies' effects on depressed adolescent mothers.|N||
8938914|1996|eng;|An in vivo proton magnetic resonance spectroscopy study of schizophrenia patients.|Y|schizophrenia|schizophrenia
8938912|1996|eng;|Positive and negative symptoms: is their change related?|N||
8938911|1996|eng;|Placebo washout in trials of antipsychotic drugs.|N||
8933709|1996|eng;|Childhood abuse as a precursor to homelessness for homeless women with severe mental illness.|Y|homelessness|homelessness
8927679|1996|eng;|Effect of varying haloperidol plasma levels on negative symptoms in schizophrenia and schizoaffective disorder.|Y|schizoaffective disorder|schizoaffective disorder
8927672|1996|eng;|Improvement in subjective work performance after treatment of chronic depression: some preliminary results. Chronic Depression Study Group.|Y|depression|depression
8925347|1996|eng;|Characteristics and service use of seriously mentally ill persons living in rural areas.|N||
8919330|1996|eng;|Interviews with psychiatric inpatients about professional intervention with regard to their children.|N||
8904734|1996|eng;|Ocular-motor delayed-response task performance among schizophrenia patients.|Y|schizophrenia|schizophrenia
8897664|1996|eng;|The impact of adolescent suicide on siblings and parents: a longitudinal follow-up.|N||
8873303|1996|eng;|Cue availability and affect perception in schizophrenia.|Y|schizophrenia|schizophrenia
8873300|1996|eng;|The factor structure of schizotypal symptoms in a clinical population.|N||
8873291|1996|eng;|Smoking and vulnerability for schizophrenia.|Y|schizophrenia|schizophrenia
8854299|1996|eng;|A clinical and neuropsychological comparison of delusional disorder and schizophrenia.|Y|delusional disorder|delusional disorder
8845706|1996|eng;|Specificity of neuropsychological impairment in obsessive-compulsive disorder: a comparison with social phobic and normal control subjects.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
8845699|1996|eng;|Event-related potentials in schizotypal personality disorder.|Y|schizotypal personality disorder|schizotypal personality disorder
8840415|1996|eng;|Positive and negative symptoms as risk factors for later suicidal activity in schizophrenics versus depressives.|N||
8837175|1996|eng;|Framing research on culture in psychiatric diagnosis: the case of the DSM-IV.|N||
8837173|1996|eng;|On the trail of the genetics and pathophysiology of schizophrenia.|Y|schizophrenia|schizophrenia
8823344|1996|eng;|Factors influencing treatment response and outcome of first-episode schizophrenia: implications for understanding the pathophysiology of schizophrenia.|Y|schizophrenia|schizophrenia
8821368|1996|eng;|Correlational patterns of cerebral glucose metabolism in never-medicated schizophrenics.|N||
8810115|1996|eng;|"""Depressed"" mothers' perceptions of infant vulnerability are related to later development."|N||
8805094|1996|eng;|Effect of elective surgery under general anesthesia on mental status variables in elderly women and men: 10-month follow-up.|N||
8805090|1996|eng;|Interrelationship of age, depression, and central serotonergic function: evidence from fenfluramine challenge studies.|Y|depression|depression
8805087|1996|eng;|1995 IPA/Bayer Research Awards in Psychogeriatrics. Late-life consequences of affective spectrum disorder.|Y|affective disorder|affective disorder
8788541|1996|eng;|Alcohol's effects on requisites for sexual risk reduction in men: an initial experimental investigation.|N||
8786794|1996|eng;|Memory improvement following induced hyperinsulinemia in Alzheimer's disease.|Y|alzheimer's disease|alzheimer's disease
8782283|1996|eng;|Risk factors of psychosis: identifying vulnerable populations premorbidly.|Y|psychosis|psychosis
8778905|1996|eng;|Acute administration of buspirone increases the escape of hypothalamic-pituitary-adrenal-axis hormones from suppression by dexamethasone in depression.|Y|depression|depression
8778898|1996|eng;|Increased pituitary activation following metyrapone administration in post-traumatic stress disorder.|Y|post-traumatic stress disorder|post-traumatic stress disorder
8754232|1996|eng;|Cost-effective treatment for persons with dual disorders.|N||
8750452|1996|eng;|Stress responses of emergency services personnel to the Loma Prieta earthquake Interstate 880 freeway collapse and control traumatic incidents.|N||
8750076|1996|eng;|The Nisonger Child Behavior Rating Form: age and gender effects and norms.|N||
8750075|1996|eng;|The Nisonger CBRF: a child behavior rating form for children with developmental disabilities.|Y|developmental disabilities|developmental disabilities
8747496|1996|eng;|Parent and sibling influences on adolescent alcohol use and misuse: evidence from a U.S. adoption cohort.|Y|alcohol use|alcohol use
8744635|1996|eng;|Reliability and convergence of three concepts of narcissistic personality.|N||
8742115|1996|eng;|Links between growth hormone deficiency, adaptation and social phobia.|Y|social phobia|social phobia
8741945|1996|eng;|Movements in never-medicated schizophrenics: a preliminary study.|N||
8729711|1996|eng;|Smoking withdrawal symptoms in response to a trauma-related stressor among Vietnam combat veterans with posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
8724230|1996|eng;|Mental health problems of homeless women and differences across subgroups.|N||
8719125|1996|eng;|Sleep and dreams in Vietnam PTSD and depression.|Y|depression|depression
8719025|1996|eng;|Schizophrenia: a disease of heteromodal association cortex?|Y|schizophrenia|schizophrenia
8685663|1996|eng;|Cognitive impairment in elderly schizophrenia: a dementia (still) lacking distinctive histopathology.|Y|cognitive impairment|cognitive impairment
8684663|1996|eng;|Geographical distance from parents and adjustment during adolescence and young adulthood.|N||
8677284|1996|eng;|Long-term psychological effects of natural disasters.|N||
8655658|1996|eng;|Executive functions and developmental psychopathology.|N||
8650300|1996|eng;|Understanding normal and impaired word reading: computational principles in quasi-regular domains.|N||
8647790|1996|eng;|Cognitive-behavioral therapy and treatment for late-life depression.|Y|depression|depression
8643766|1996|eng;|Childhood parental loss and alcoholism in women: a causal analysis using a twin-family design.|Y|alcoholism|alcoholism
8624142|1996|eng;|Attachment and separation in young children.|N||
8624135|1996|eng;|Health psychology: psychological factors and physical disease from the perspective of human psychoneuroimmunology.|N||
8600489|1996|eng;|Prevalence of somatoform disorders in a large sample of patients with anxiety disorders.|N||
8580114|1996|eng;|Ocular motor responses to unpredictable and predictable smooth pursuit stimuli among patients with obsessive-compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
8567618|1996|eng;|Impact of parent monitoring on initiation of drug use through late childhood.|N||
8567602|1996|eng;|Factors associated with the receipt of alcohol treatment services among American Indian adolescents.|N||
8567601|1996|eng;|Psychiatric comorbidity with problematic alcohol use in high school students.|Y|alcohol use|alcohol use
8561767|1996|eng;|Behavioral avoidance test for obsessive compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
8561759|1996|eng;|Who develops PTSD from motor vehicle accidents?|N||
8558407|1996|eng;|Resilient, overcontrolled, and undercontrolled boys: three replicable personality types.|N||
8543545|1996|eng;|Electroconvulsive therapy and resistant depression: clinical implications of seizure threshold.|Y|depression|depression
8540594|1996|eng;|Exaggerated acoustic startle reflex in Gulf War veterans with posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
8540586|1996|eng;|Antecedents and consequences of negative life events in adulthood: a longitudinal study.|N||
8618923|1995|eng;|Learning about categories in the absence of memory.|N||
8825903|1995|eng;|Self-report psychiatric symptoms in twins and their nontwin relatives: are twins different?|N||
8750042|1995|eng;|Instructional set does not alter outcome of respiratory challenges in panic disorder.|Y|panic disorder|panic disorder
8750039|1995|eng;|Genetic heterogeneity may in part explain sex differences in the familial risk for schizophrenia.|Y|schizophrenia|schizophrenia
8749841|1995|eng;|Depression spectrum disease with and without depression in first-degree relatives.|Y|depression|depression
10164720|1996|eng;|Effects of local conditions on program outcomes: analysis of contradictory findings from two programs for homeless mentally ill.|N||
10172614|1995|eng;|Access and satisfaction within the disabled Medicare population.|N||
8929760|1995|eng;|Further evidence for an association between schizophrenia and the HLA DQB1 gene locus.|Y|schizophrenia|schizophrenia
8929755|1995|eng;|A preliminary study of the neuropsychological heterogeneity of familial schizophrenia.|Y|schizophrenia|schizophrenia
8924445|1995|eng;|"A longitudinal study of the role of sociodemographic factors and childhood aggression on adolescent injury and ""close calls""."|N||
8919573|1995|eng;|Subjective side effects during electroconvulsive therapy.|N||
8777692|1995|eng;|Prior victimization: a risk factor for child sexual abuse and for PTSD-related symptomatology among sexually abused youth.|Y|sexual abuse|sexual abuse
8749988|1995|eng;|Hostility and erosion of marital quality during early marriage.|N||
8749586|1995|eng;|Contextual constraint facilitates semantic decisions about object pictures by Alzheimer patients.|N||
8748954|1995|eng;|On the acquisition of new declarative knowledge in amnesia.|Y|amnesia|amnesia
8748388|1995|eng;|Future directions in anxiolytic pharmacotherapy.|N||
8748386|1995|eng;|Anxiety in the elderly. Course and treatment.|N||
8748384|1995|eng;|Generalized anxiety disorder. Longitudinal course and pharmacologic treatment.|Y|anxiety disorder|anxiety disorder
8748380|1995|eng;|Treatment of anxiety disorders of childhood.|N||
8748378|1995|eng;|Primate models of anxiety. Longitudinal perspectives.|N||
8609307|1995|eng;|A Russian adaptation of the Child Behavior Checklist: psychometric properties and associations with child and maternal affective symptomatology and family function.|N||
8580234|1995|eng;|Immune differences in children with and without depression.|Y|depression|depression
8580225|1995|eng;|Tyramine conjugation deficit in migraine, tension-type headache, and depression.|Y|depression|depression
8580224|1995|eng;|Growth hormone secretion timing in depression: clinical outcome comparisons.|Y|depression|depression
8580223|1995|eng;|Withdrawal-emergent dyskinesia in patients with schizophrenia during antipsychotic discontinuation.|Y|schizophrenia|schizophrenia
8558380|1995|eng;|Spinal lesion level, shunt status, family relationships, and psychosocial adjustment in children and adolescents with spina bifida myelomeningocele.|N||
8557206|1995|eng;|A comprehensive support program: effect on depression in spouse-caregivers of AD patients.|Y|depression|depression
8557205|1995|eng;|Psychiatric and physical morbidity effects of dementia caregiving: prevalence, correlates, and causes.|Y|dementia|dementia
8556890|1995|eng;|The structure and coherence of competence from childhood through adolescence.|N||
8543721|1995|eng;|Los Angeles County after the 1992 civil disturbances: degree of exposure and impact on mental health.|N||
8543720|1995|eng;|Frequency and correlates of posttraumatic-stress-disorder-like symptoms after treatment for breast cancer.|Y|posttraumatic stress disorder|posttraumatic stress disorder
8543717|1995|eng;|Evaluation of a brief cognitive-behavioral program for the prevention of chronic PTSD in recent assault victims.|N||
8543712|1995|eng;|Women's sexuality: behaviors, responses, and individual differences.|N||
8543710|1995|eng;|Psychology's role in the assessment of erectile dysfunction: historical precedents, current knowledge, and methods.|Y|erectile dysfunction|erectile dysfunction
8543539|1995|eng;|Psychotropic and anticonvulsant drugs in subjects with autism: prevalence and patterns of use.|Y|autism|autism
8543532|1995|eng;|Symptoms of DSM-III-R major depression in adolescence: evidence from an epidemiological survey.|Y|major depression|major depression
8543531|1995|eng;|A case-control family history study of depression in adolescents.|Y|depression|depression
8543528|1995|eng;|A pilot family study of childhood-onset mania.|N||
8543527|1995|eng;|Neuroimaging in child and adolescent neuropsychiatric disorders.|N||
8531045|1995|eng;|Personality and parenting: exploring the mediating role of transient mood and daily hassles.|N||
8526254|1995|eng;|Impact of cumulative lifetime trauma and recent stress on current posttraumatic stress disorder symptoms in holocaust survivors.|Y|posttraumatic stress disorder|posttraumatic stress disorder
8526253|1995|eng;|Lack of efficacy of clozapine monotherapy in refractory obsessive-compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
8526245|1995|eng;|Somatic symptoms and HIV infection: relationship to depressive symptoms and indicators of HIV disease.|N||
8526242|1995|eng;|Predictors of cognitive change in middle-aged and older adults with memory loss.|N||
8526237|1995|eng;|Prevalence and clinical correlates of extrapyramidal signs and spontaneous dyskinesia in never-medicated schizophrenic patients.|Y|dyskinesia|dyskinesia
8526234|1995|eng;|Conflict between current knowledge about posttraumatic stress disorder and its original conceptual basis.|Y|posttraumatic stress disorder|posttraumatic stress disorder
7492291|1995|eng;|A comparison of cerebral SPECT abnormalities in HIV-positive homosexual men with and without cognitive impairment.|Y|cognitive impairment|cognitive impairment
7491224|1995|eng;|The effects of HIV on cognitive and motor development in children born to HIV-seropositive women with no reported drug use: birth to 24 months.|N||
8771227|1995|eng;|Cognitive function and biological correlates of cognitive performance in schizotypal personality disorder.|Y|schizotypal personality disorder|schizotypal personality disorder
8771225|1995|eng;|Five-year course of schizophreniform disorder.|Y|schizophreniform disorder|schizophreniform disorder
8771222|1995|eng;|Inventory of Complicated Grief: a scale to measure maladaptive symptoms of loss.|N||
8771218|1995|eng;|A dinucleotide repeat polymorphism at the gene for monoamine oxidase A and measures of aggressiveness.|N||
8748466|1995|eng;|Caudate, putamen, and globus pallidus volume in schizophrenia: a quantitative MRI study.|Y|schizophrenia|schizophrenia
9384951|1995|eng;|Developmental subtypes of juvenile bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
8988278|1995|eng;|Performance of children with ADHD on the Rey-Osterrieth complex figure: a pilot neuropsychological study.|N||
8988272|1995|eng;|Follow-up of two-year-olds referred for possible autism.|Y|autism|autism
8988271|1995|eng;|Sibling resemblance for psychiatric disorders in offspring at high and low risk for depression.|Y|depression|depression
8778134|1995|eng;|Procedural debiasing of primacy/anchoring effects in clinical-like judgments.|N||
8714801|1995|eng;|The efficacy of psychosocial treatments in primary care. A review of randomized clinical trials.|N||
8664203|1995|eng;|No difference found between winter- and non-winter-born schizophrenic cases.|N||
8642543|1995|eng;|Research diagnosis of current depressive disorder: a comparison of methods using current symptoms and lifetime history.|Y|depressive disorder|depressive disorder
8619341|1995|eng;|Clinical evidence for genomic imprinting in bipolar I disorder.|Y|bipolar i disorder|bipolar i disorder
8565447|1995|eng;|Bizarre delusions and first-rank symptoms in a first-admission sample: a preliminary analysis of prevalence and correlates.|N||
8564506|1995|eng;|Quality of life and clinical predictors of rehospitalization of persons with severe mental illness.|N||
8564504|1995|eng;|Effects of parental involvement on the functioning of noninstitutionalized adults with schizophrenia.|Y|schizophrenia|schizophrenia
8564502|1995|eng;|Mental health service use among homeless and never-homeless men with schizophrenia.|Y|schizophrenia|schizophrenia
8558898|1995|eng;|The growth of conduct problem behaviors from middle childhood to early adolescence: sex differences and the suspected influence of early alcohol use.|Y|alcohol use|alcohol use
8558896|1995|eng;|Alcohol-related risk factors associated with HIV infection among patients entering alcoholism treatment: implications for prevention.|Y|alcoholism|alcoholism
8554775|1995|eng;|The Aberrant Behavior Checklist-Community: factor validity and effect of subject variables for adults in group homes.|N||
8543521|1995|eng;|Continuity of psychopathology in a community sample of adolescents.|N||
8543518|1995|eng;|Impact of adversity on functioning and comorbidity in children with attention-deficit hyperactivity disorder.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
8540889|1995|eng;|A twin-family study of self-report symptoms of panic-phobia and somatization.|Y|phobia|phobia
8530757|1995|eng;|Developmental pathways to schizophrenia: behavioral subtypes.|Y|schizophrenia|schizophrenia
7583808|1995|eng;|The effects of cognitive impairment on 9-year mortality in a community sample.|Y|cognitive impairment|cognitive impairment
7487563|1995|eng;|Delayed latency of the event-related brain potential P3A component in HIV disease. Progressive effects with increasing cognitive impairment.|Y|cognitive impairment|cognitive impairment
7487343|1995|eng;|Evidence of chaotic mood variation in bipolar disorder.|Y|mood disorder|mood disorder
7487341|1995|eng;|Genetic questions for environmental studies. Differential parenting and psychopathology in adolescence.|N||
7486864|1995|eng;|Neurodevelopmental effects of X monosomy: a volumetric imaging study.|N||
7485626|1995|eng;|Persistent perfectionism, symmetry, and exactness after long-term recovery from anorexia nervosa.|Y|anorexia nervosa|anorexia nervosa
7485622|1995|eng;|Clinical assessment versus research methods in the assessment of suicidal behavior.|N||
7485621|1995|eng;|High autonomic arousal and electrodermal orienting at age 15 years as protective factors against criminal behavior at age 29 years.|N||
8570777|1995|eng;|Alterations in plasma prolyl endopeptidase activity in depression, mania, and schizophrenia: effects of antidepressants, mood stabilizers, and antipsychotic drugs.|Y|schizophrenia|schizophrenia
8562662|1995|eng;|Electroencephalographic sleep profiles in single-episode and recurrent unipolar forms of major depression: I. Comparison during acute depressive states.|Y|major depression|major depression
8562661|1995|eng;|Psychiatric status after human fetal mesencephalic tissue transplantation in Parkinson's disease.|Y|parkinson's disease|parkinson's disease
8562660|1995|eng;|The study of paranoia and suspiciousness.|Y|paranoia|paranoia
8847380|1995|eng;|Impulsivity and the initiation of fights in children with disruptive behavior disorders.|N||
8829787|1995|eng;|Postdischarge medication compliance of inpatients converted from an oral to a depot neuroleptic regimen.|N||
8829785|1995|eng;|Consumers as peer specialists on intensive case management teams: impact on client outcomes.|N||
8829715|1995|eng;|Immigrant families coping with schizophrenia. Behavioral family intervention v. case management with a low-income Spanish-speaking population.|Y|low income|low income
8788691|1995|eng;|Gender differences in the assessment of specialized treatments for substance abuse among people with severe mental illness.|Y|substance abuse|substance abuse
8672610|1995|eng;|Diagnostic specificity of focal white matter abnormalities in bipolar and unipolar mood disorder.|Y|mood disorder|mood disorder
8672605|1995|eng;|Effects of ipsapirone on plasma cortisol and body temperature in major depression.|Y|major depression|major depression
8672603|1995|eng;|Regional 133xenon cerebral blood flow and cerebral 99mTc-HMPAO uptake in patients with obsessive-compulsive disorder before and during treatment.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
8578336|1995|eng;|Urban stress in China.|N||
8568085|1995|eng;|The Diagnostic Interview Schedule for Children (PC-DISC v.3.0): parents and adolescents suggest reasons for expecting discrepant answers.|N||
8568084|1995|eng;|Behavioral and emotional problems among Chinese and American children: parent and teacher reports for ages 6 to 13.|N||
8564278|1995|eng;|Change in rape narratives during exposure therapy for posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
8562495|1995|eng;|Transient fluctuations in cognitive functioning in schizophrenia based on single-case study methods.|Y|schizophrenia|schizophrenia
8562491|1995|eng;|The case for heterogeneity in the etiology of schizophrenia.|Y|schizophrenia|schizophrenia
8561842|1995|eng;|Anticonvulsant and other non-neuroleptic treatment of agitation in dementia.|Y|dementia|dementia
8561840|1995|eng;|Neuroleptic treatment of agitation and psychosis in dementia.|Y|dementia|dementia
8559866|1995|eng;|Cognitive behavior therapy, relaxation training, and tricyclic antidepressant medication in the treatment of depression.|Y|depression|depression
8557834|1995|eng;|Problem behaviors in inner-city adolescents with chronic illness.|N||
8557833|1995|eng;|Psychosocial correlates of chronic fatigue syndrome in adolescent girls.|N||
8556967|1995|eng;|Imipramine treatment of cocaine abuse: possible boundaries of efficacy.|Y|cocaine abuse|cocaine abuse
8556852|1995|eng;|Ideologies of care in community residential services: what do caregivers believe?|N||
7593878|1995|eng;|Initial severity and differential treatment outcome in the National Institute of Mental Health Treatment of Depression Collaborative Research Program.|Y|depression|depression
7593876|1995|eng;|Impact of cognitive-behavioral treatment on quality of life in panic disorder patients.|Y|behavioral disorder|panic disorder
7593865|1995|eng;|Psychosocial sequelae of violent victimization in a national youth sample.|N||
7593863|1995|eng;|Multisystemic therapy: bridging the gap between university- and community-based treatment.|N||
7593861|1995|eng;|Bridging the gap between laboratory and clinic in child and adolescent psychotherapy.|N||
7592275|1995|eng;|Traumas and posttraumatic stress disorder in a community population of older adolescents.|Y|posttraumatic stress disorder|posttraumatic stress disorder
7592274|1995|eng;|Emotional impact of children's exposure to community violence: a preliminary study.|N||
7592272|1995|eng;|No safe haven: a study of violence exposure in an urban community.|N||
7592269|1995|eng;|Suicidal children grow up: ego functions associated with suicide attempts.|N||
7592265|1995|eng;|Neuropsychophysiological study of children at risk for schizophrenia: a preliminary report.|Y|schizophrenia|schizophrenia
7575103|1995|eng;|Plasma haloperidol levels and clinical effects in schizophrenia and schizoaffective disorder.|Y|schizoaffective disorder|schizoaffective disorder
7575101|1995|eng;|Spatial working memory deficits in the relatives of schizophrenic patients.|N||
7573594|1995|eng;|"Auditory sensory (""echoic"") memory dysfunction in schizophrenia."|Y|schizophrenia|schizophrenia
7573593|1995|eng;|Selective serotonin reuptake inhibitor-induced sexual dysfunction: efficacy of a drug holiday.|Y|induced sexual dysfunction|induced sexual dysfunction
7573592|1995|eng;|Predictors of response to lithium in patients with psychoses.|N||
7573591|1995|eng;|Individual psychotherapies for depressed HIV-positive patients.|N||
7573590|1995|eng;|Early nonresponse to fluoxetine as a predictor of poor 8-week outcome.|N||
7561810|1995|eng;|Interpretation of symptom presentation and distress. A Southeast Asian refugee example.|N||
7559372|1995|eng;|Command hallucinations in outpatients with schizophrenia.|Y|schizophrenia|schizophrenia
7555221|1995|eng;|The role of emotionality and regulation in children's social functioning: a longitudinal study.|N||
7483590|1995|eng;|Screening for depression among newly arrived Vietnamese refugees in primary care settings.|Y|depression|depression
7477984|1995|eng;|A prospective evaluation of cognitive decline in early Huntington's disease: functional and radiographic correlates.|Y|huntington disease|huntington disease
8570773|1995|eng;|No antidepressant effect of biperiden compared with placebo in depression: a double-blind 6-week clinical trial.|Y|depression|depression
8570768|1995|eng;|Induction of depersonalization by the serotonin agonist meta-chlorophenylpiperazine.|N||
7643886|1995|eng;|Disability income, cocaine use, and repeated hospitalization among schizophrenic cocaine abusers--a government-sponsored revolving door?|Y|cocaine use|cocaine use
8547458|1995|eng;|Behavioral laterality in individuals with Gilles de la Tourette's syndrome and basal ganglia alterations: a preliminary report.|Y|tourette syndrome|tourette syndrome
8547457|1995|eng;|Fear-potentiated startle in posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
8539312|1995|eng;|Abnormal smooth pursuit eye movements in schizophrenic patients are associated with cerebral glucose metabolism in oculomotor regions.|N||
8539307|1995|eng;|Sex differences in depression: a role for preexisting anxiety.|Y|depression|depression
9375229|1995|eng;|Implicit memory in amnesic patients: when is auditory priming spared?|N||
8748065|1995|eng;|Circadian patterns of unintended sleep episodes during a constant routine in remitted depressed patients.|N||
8744958|1995|eng;|Retrieval from semantic memory and its implications for Alzheimer's disease.|Y|alzheimer's disease|alzheimer's disease
8646272|1995|eng;|The Mania Rating Scale (MRS): further reliability and validity studies with children.|N||
8574876|1995|eng;|Preservation of categorical knowledge in Alzheimer's disease: a computational account.|Y|alzheimer's disease|alzheimer's disease
8565438|1995|eng;|Neuropsychiatry of obsessive-compulsive disorder in children and adolescents.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
8552740|1995|eng;|Decreased bone mineral density in medicated psychiatric patients.|N||
8545272|1995|eng;|Ethnicity and psychopharmacology. Bridging the gap.|N||
8545263|1995|eng;|Culture and major depression. Current challenges in the diagnosis of mood disorders.|Y|major depression|major depression
8541254|1995|eng;|Glucose metabolic correlates of continuous performance test performance in adults with a history of infantile autism, schizophrenics, and controls.|Y|infantile autism|infantile autism
8541249|1995|eng;|Anterior hippocampal volume reductions predict frontal lobe dysfunction in first episode schizophrenia.|Y|schizophrenia|schizophrenia
8541246|1995|eng;|Cognitive functioning in chronically hospitalized schizophrenic patients: age-related changes and age disorientation as a predictor of impairment.|N||
8536478|1995|eng;|Is there really a syndrome involving the co-occurrence of neurodevelopmental disorder talent, non-right handedness and immune disorder among children?|Y|neurodevelopmental disorder|neurodevelopmental disorder
8530215|1995|eng;|"Is there a relationship between ""heavy drinking"" and HIV high risk sexual behaviors among general population subjects?"|N||
8527067|1995|eng;|Relationship of events and affect in the daily life of an elderly population.|N||
8527057|1995|eng;|Recurrent syndromal depression in caregivers.|Y|depression|depression
8527056|1995|eng;|Perceptions of life stress and chronic insomnia in older adults.|Y|insomnia|insomnia
8527055|1995|eng;|Binding ties: closeness and conflict in adult children's caregiving relationships.|N||
7677712|1995|eng;|Automaticity and the anxiety disorders.|N||
7653684|1995|eng;|Gender differences on thought disturbance measures among schizophrenic patients.|N||
7653683|1995|eng;|Increases in CSF levels of interleukin-2 in schizophrenia: effects of recurrence of psychosis and medication status.|Y|schizophrenia|schizophrenia
7653682|1995|eng;|Diagnostic accuracy and linkage analysis: how useful are schizophrenia spectrum phenotypes?|Y|schizophrenia|schizophrenia
7583504|1995|eng;|Effects of homelessness on the quality of life of persons with severe mental illness.|Y|homelessness|homelessness
7583501|1995|eng;|Command hallucinations and the prediction of dangerousness.|N||
7581416|1995|eng;|Abnormal eating and dissociative experiences: a further study of college women.|N||
7568654|1995|eng;|Enhancing the health of somatization disorder patients. Effectiveness of short-term group therapy.|Y|somatization disorder|somatization disorder
7568640|1995|eng;|Effects of sound intensity on a midlatency evoked response to repeated auditory stimuli in schizophrenic and normal subjects.|N||
7561817|1995|eng;|Alcohol, cannabis, nicotine, and caffeine use and symptom distress in schizophrenia.|Y|cannabis use|cannabis use
7560823|1995|eng;|Multi-modal assessment in Alzheimer's disease. ADL in relation to PET, MRI and neuropsychology.|Y|alzheimer's disease|alzheimer's disease
7559318|1995|eng;|Adolescent psychopathology: IV. Specificity of psychosocial risk factors for depression and substance abuse in older adolescents.|Y|substance abuse|substance abuse
7559314|1995|eng;|Posttraumatic stress disorder in adolescents after Hurricane Andrew.|Y|posttraumatic stress disorder|posttraumatic stress disorder
7559310|1995|eng;|Posttraumatic stress disorder across two generations of Cambodian refugees.|Y|posttraumatic stress disorder|posttraumatic stress disorder
7498112|1995|eng;|Predicting outcome of chronic back pain using clinical predictors of psychopathology: a prospective analysis.|N||
7498107|1995|eng;|Pathways linking affective disturbances and physical disorders.|N||
7497705|1995|eng;|Specificity of substance use in anxiety-disordered subjects.|Y|substance use|substance use
7495928|1995|eng;|Cerebrospinal fluid corticotropin-releasing hormone, vasopressin, and oxytocin concentrations in treated patients with major depression and controls.|Y|major depression|major depression
7495922|1995|eng;|Language comprehension in schizophrenia: trait or state indicator?|Y|schizophrenia|schizophrenia
7495920|1995|eng;|Drug development and the deficit syndrome of schizophrenia.|Y|schizophrenia|schizophrenia
7475033|1995|eng;|The role of stress and family relationships in mediating problem drinking and fathers' personal adjustment.|N||
7501739|1995|eng;|Motor asymmetry, a neurobiologic abnormality in the major psychoses.|N||
